sequence	start_position_windows	nb_GC	nb_ACGT	nb_MRWSYK	nb_N	GCrate	Nrate	MRWSYKrate
Sc0000073	1000000	3103	0	9513	487	0.326185220224955	0.0487	0
Sc0000073	1010000	2565	0	8518	1482	0.301127025123268	0.1482	0
Sc0000073	1020000	3753	0	8974	1026	0.418208156897704	0.1026	0
Sc0000073	1030000	3523	0	9652	348	0.365002072109407	0.0348	0
Sc0000073	1040000	3957	0	10000	0	0.3957	0	0
Sc0000073	1050000	3122	0	8333	1667	0.374654986199448	0.1667	0
Sc0000073	1060000	3050	0	8828	1172	0.345491617580426	0.1172	0
Sc0000073	1070000	3336	0	9999	1	0.333633363336334	0.0001	0
Sc0000073	1080000	3199	0	10000	0	0.3199	0	0
Sc0000073	1090000	2714	0	8410	1590	0.322711058263971	0.159	0
Sc0000073	1100000	3158	0	9999	1	0.315831583158316	0.0001	0
Sc0000073	1110000	3405	0	9828	172	0.346459096459096	0.0172	0
Sc0000073	1120000	3052	0	10000	0	0.3052	0	0
Sc0000073	1130000	3415	0	10000	0	0.3415	0	0
Sc0000073	1140000	3540	0	10000	0	0.354	0	0
Sc0000073	1150000	4608	0	9999	1	0.460846084608461	0.0001	0
Sc0000073	1160000	3317	0	9999	1	0.331733173317332	0.0001	0
Sc0000073	1170000	3340	0	10000	0	0.334	0	0
Sc0000073	1180000	3693	0	10000	0	0.3693	0	0
Sc0000073	1190000	4019	0	10000	0	0.4019	0	0
Sc0000073	1200000	2892	0	10000	0	0.2892	0	0
Sc0000073	1210000	2977	0	10000	0	0.2977	0	0
Sc0000073	1220000	3147	0	9841	159	0.31978457473834	0.0159	0
Sc0000073	1230000	3396	0	10000	0	0.3396	0	0
Sc0000073	1240000	3212	0	10000	0	0.3212	0	0
Sc0000073	1250000	3378	0	9999	1	0.337833783378338	0.0001	0
Sc0000073	1260000	3763	0	10000	0	0.3763	0	0
Sc0000073	1270000	3099	0	8928	1072	0.347110215053763	0.1072	0
Sc0000073	1280000	2384	0	6419	3581	0.371397413927403	0.3581	0
Sc0000073	1290000	2408	0	5156	4844	0.467028704422033	0.4844	0
Sc0000073	1300000	3791	0	10000	0	0.3791	0	0
Sc0000073	1310000	2967	0	9114	886	0.325543120473996	0.0886	0
Sc0000073	1320000	3407	0	9999	1	0.340734073407341	0.0001	0
Sc0000073	1330000	2398	0	7532	2468	0.318374933616569	0.2468	0
Sc0000073	1340000	3161	0	9293	707	0.340148498870117	0.0707	0
Sc0000073	1350000	3277	0	9999	1	0.327732773277328	0.0001	0
Sc0000073	1360000	3489	0	10000	0	0.3489	0	0
Sc0000073	1370000	3222	0	10000	0	0.3222	0	0
Sc0000073	1380000	3339	0	10000	0	0.3339	0	0
Sc0000073	1390000	3525	0	10000	0	0.3525	0	0
Sc0000073	1400000	2063	0	6512	3488	0.316799754299754	0.3488	0
Sc0000073	1410000	3404	0	9973	27	0.341321568234232	0.0027	0
Sc0000073	1420000	3461	0	10000	0	0.3461	0	0
Sc0000073	1430000	4051	0	10000	0	0.4051	0	0
Sc0000073	1440000	NA	NA	NA	5552	NA	0.5552	NA
Sc0000073	1450000	3882	0	9999	1	0.388238823882388	0.0001	0
Sc0000073	1460000	4563	0	10000	0	0.4563	0	0
Sc0000073	1470000	3740	0	9999	1	0.374037403740374	0.0001	0
Sc0000073	1480000	3404	0	9999	1	0.34043404340434	0.0001	0
Sc0000073	1490000	3594	0	9999	1	0.359435943594359	0.0001	0
Sc0000073	1500000	5080	0	10000	0	0.508	0	0
Sc0000073	1510000	3426	0	9999	1	0.342634263426343	0.0001	0
Sc0000073	1520000	3747	0	9999	1	0.374737473747375	0.0001	0
Sc0000073	1530000	3705	0	10000	0	0.3705	0	0
Sc0000073	1540000	3352	0	10000	0	0.3352	0	0
Sc0000073	1550000	2961	0	9999	1	0.296129612961296	0.0001	0
Sc0000073	1560000	3009	0	10000	0	0.3009	0	0
Sc0000073	1570000	3229	0	10000	0	0.3229	0	0
Sc0000073	1580000	3388	0	9947	53	0.340605207600282	0.0053	0
Sc0000073	1590000	3362	0	9999	1	0.336233623362336	0.0001	0
Sc0000073	1600000	3057	0	9998	2	0.305761152230446	0.0002	0
Sc0000073	1610000	4031	0	10000	0	0.4031	0	0
Sc0000073	1620000	3143	0	10000	0	0.3143	0	0
Sc0000073	1630000	3186	0	10000	0	0.3186	0	0
Sc0000073	1640000	3224	0	10000	0	0.3224	0	0
Sc0000073	1650000	3663	0	9999	1	0.366336633663366	0.0001	0
Sc0000073	1660000	3484	0	9999	1	0.348434843484348	0.0001	0
Sc0000073	1670000	3204	0	10000	0	0.3204	0	0
Sc0000073	1680000	3175	0	9999	1	0.317531753175318	0.0001	0
Sc0000073	1690000	3187	0	10000	0	0.3187	0	0
Sc0000073	1700000	3738	0	10000	0	0.3738	0	0
Sc0000073	1710000	3868	0	9685	315	0.399380485286526	0.0315	0
Sc0000073	1720000	3920	0	10000	0	0.392	0	0
Sc0000073	1730000	3511	0	9999	1	0.351135113511351	0.0001	0
Sc0000073	1740000	3451	0	10000	0	0.3451	0	0
Sc0000073	1750000	3106	0	8914	1086	0.348440655149204	0.1086	0
Sc0000073	1760000	3614	0	10000	0	0.3614	0	0
Sc0000073	1770000	3299	0	9999	1	0.32993299329933	0.0001	0
Sc0000073	1780000	3395	0	9999	1	0.33953395339534	0.0001	0
Sc0000073	1790000	3697	0	10000	0	0.3697	0	0
Sc0000073	1800000	3139	0	10000	0	0.3139	0	0
Sc0000073	1810000	3375	0	10000	0	0.3375	0	0
Sc0000073	1820000	3743	0	10000	0	0.3743	0	0
Sc0000073	1830000	4159	0	10000	0	0.4159	0	0
Sc0000073	1840000	3845	0	10000	0	0.3845	0	0
Sc0000073	1850000	3741	0	9999	1	0.374137413741374	0.0001	0
Sc0000073	1860000	3837	0	9999	1	0.383738373837384	0.0001	0
Sc0000073	1870000	2964	0	9188	812	0.322594688724423	0.0812	0
Sc0000073	1880000	3475	0	10000	0	0.3475	0	0
Sc0000073	1890000	3775	0	10000	0	0.3775	0	0
Sc0000073	1900000	3257	0	10000	0	0.3257	0	0
Sc0000073	1910000	3802	0	10000	0	0.3802	0	0
Sc0000073	1920000	4181	0	9999	1	0.418141814181418	0.0001	0
Sc0000073	1930000	3876	0	10000	0	0.3876	0	0
Sc0000073	1940000	3166	0	9414	586	0.336307626938602	0.0586	0
Sc0000073	1950000	3347	0	10000	0	0.3347	0	0
Sc0000073	1960000	3693	0	10000	0	0.3693	0	0
Sc0000073	1970000	3283	0	10000	0	0.3283	0	0
Sc0000073	1980000	3142	0	10000	0	0.3142	0	0
Sc0000073	1990000	3595	0	10000	0	0.3595	0	0
Sc0000073	2000000	4692	0	10000	0	0.4692	0	0
Sc0000073	2010000	3134	0	10000	0	0.3134	0	0
Sc0000073	2020000	3361	0	10000	0	0.3361	0	0
Sc0000073	2030000	3257	0	9901	99	0.328956671043329	0.0099	0
Sc0000073	2040000	2542	0	7522	2478	0.337942036692369	0.2478	0
Sc0000073	2050000	3762	0	10000	0	0.3762	0	0
Sc0000073	2060000	3513	0	10000	0	0.3513	0	0
Sc0000074	0	3315	0	9997	3	0.331599479843953	0.0003	0
Sc0000074	10000	3234	0	9464	536	0.341715976331361	0.0536	0
Sc0000074	20000	3289	0	10000	0	0.3289	0	0
Sc0000074	30000	3992	0	10000	0	0.3992	0	0
Sc0000074	40000	3458	0	10000	0	0.3458	0	0
Sc0000074	50000	3246	0	9999	1	0.324632463246325	0.0001	0
Sc0000074	60000	3360	0	10000	0	0.336	0	0
Sc0000074	70000	3408	0	10000	0	0.3408	0	0
Sc0000074	80000	3202	0	9939	61	0.322165207767381	0.0061	0
Sc0000074	90000	3462	0	10000	0	0.3462	0	0
Sc0000074	100000	3478	0	10000	0	0.3478	0	0
Sc0000074	110000	3091	0	9999	1	0.309130913091309	0.0001	0
Sc0000074	120000	3369	0	9999	1	0.336933693369337	0.0001	0
Sc0000074	130000	3000	0	9179	821	0.326832988342957	0.0821	0
Sc0000074	140000	3313	0	10000	0	0.3313	0	0
Sc0000074	150000	3517	0	10000	0	0.3517	0	0
Sc0000074	160000	3461	0	10000	0	0.3461	0	0
Sc0000074	170000	3658	0	10000	0	0.3658	0	0
Sc0000074	180000	3362	0	9999	1	0.336233623362336	0.0001	0
Sc0000074	190000	3511	0	10000	0	0.3511	0	0
Sc0000074	200000	3060	0	10000	0	0.306	0	0
Sc0000074	210000	3150	0	9831	169	0.320415013732072	0.0169	0
Sc0000074	220000	2915	0	9185	815	0.317365269461078	0.0815	0
Sc0000074	230000	3154	0	9980	20	0.316032064128257	0.002	0
Sc0000074	240000	3494	0	10000	0	0.3494	0	0
Sc0000074	250000	2845	0	9040	960	0.314712389380531	0.096	0
Sc0000074	260000	1559	0	5009	4991	0.31123976841685	0.4991	0
Sc0000074	270000	3160	0	9998	2	0.316063212642529	0.0002	0
Sc0000074	280000	3467	0	10000	0	0.3467	0	0
Sc0000074	290000	3698	0	10000	0	0.3698	0	0
Sc0000074	300000	3683	0	10000	0	0.3683	0	0
Sc0000074	310000	3471	0	10000	0	0.3471	0	0
Sc0000074	320000	3480	0	10000	0	0.348	0	0
Sc0000074	330000	2846	0	8231	1769	0.345766006560564	0.1769	0
Sc0000074	340000	3207	0	10000	0	0.3207	0	0
Sc0000074	350000	3629	0	10000	0	0.3629	0	0
Sc0000074	360000	3248	0	10000	0	0.3248	0	0
Sc0000074	370000	3551	0	10000	0	0.3551	0	0
Sc0000074	380000	3340	0	10000	0	0.334	0	0
Sc0000074	390000	3212	0	9942	58	0.323073828203581	0.0058	0
Sc0000074	400000	3564	0	10000	0	0.3564	0	0
Sc0000074	410000	3628	0	10000	0	0.3628	0	0
Sc0000074	420000	3241	0	9267	733	0.349735621020827	0.0733	0
Sc0000074	430000	2976	0	8381	1619	0.355088891540389	0.1619	0
Sc0000074	440000	3469	0	10000	0	0.3469	0	0
Sc0000074	450000	3489	0	10000	0	0.3489	0	0
Sc0000074	460000	3172	0	9999	1	0.317231723172317	0.0001	0
Sc0000074	470000	2899	0	8357	1643	0.34689481871485	0.1643	0
Sc0000074	480000	3598	0	10000	0	0.3598	0	0
Sc0000074	490000	3866	0	10000	0	0.3866	0	0
Sc0000074	500000	3576	0	9921	79	0.360447535530692	0.0079	0
Sc0000074	510000	3828	0	10000	0	0.3828	0	0
Sc0000074	520000	3859	0	10000	0	0.3859	0	0
Sc0000074	530000	3622	0	9858	142	0.367417326029621	0.0142	0
Sc0000074	540000	3712	0	10000	0	0.3712	0	0
Sc0000074	550000	3461	0	9767	233	0.35435650660387	0.0233	0
Sc0000074	560000	3252	0	10000	0	0.3252	0	0
Sc0000074	570000	3610	0	10000	0	0.361	0	0
Sc0000074	580000	2879	0	8471	1529	0.339865423208594	0.1529	0
Sc0000074	590000	3053	0	10000	0	0.3053	0	0
Sc0000074	600000	3311	0	10000	0	0.3311	0	0
Sc0000074	610000	3487	0	9999	1	0.348734873487349	0.0001	0
Sc0000074	620000	1796	0	5166	4834	0.347657762291909	0.4834	0
Sc0000074	630000	3401	0	10000	0	0.3401	0	0
Sc0000074	640000	3229	0	10000	0	0.3229	0	0
Sc0000074	650000	4532	0	9912	88	0.457223567393059	0.0088	0
Sc0000074	660000	3837	0	9999	1	0.383738373837384	0.0001	0
Sc0000074	670000	3078	0	9781	219	0.314691749309887	0.0219	0
Sc0000074	680000	3170	0	10000	0	0.317	0	0
Sc0000074	690000	3307	0	9912	88	0.33363599677159	0.0088	0
Sc0000074	700000	2984	0	9333	667	0.319725704489446	0.0667	0
Sc0000074	710000	3955	0	10000	0	0.3955	0	0
Sc0000074	720000	3159	0	9999	1	0.315931593159316	0.0001	0
Sc0000074	730000	3845	0	9998	2	0.384576915383077	0.0002	0
Sc0000074	740000	4347	0	10000	0	0.4347	0	0
Sc0000074	750000	4073	0	10000	0	0.4073	0	0
Sc0000074	760000	3676	0	10000	0	0.3676	0	0
Sc0000074	770000	3266	0	10000	0	0.3266	0	0
Sc0000074	780000	3788	0	10000	0	0.3788	0	0
Sc0000074	790000	3783	0	10000	0	0.3783	0	0
Sc0000074	800000	4502	0	10000	0	0.4502	0	0
Sc0000074	810000	3470	0	10000	0	0.347	0	0
Sc0000074	820000	3137	0	10000	0	0.3137	0	0
Sc0000074	830000	3608	0	10000	0	0.3608	0	0
Sc0000074	840000	3067	0	10000	0	0.3067	0	0
Sc0000074	850000	3237	0	9696	304	0.33384900990099	0.0304	0
Sc0000074	860000	3307	0	9999	1	0.330733073307331	0.0001	0
Sc0000074	870000	3553	0	9983	17	0.355905038565561	0.0017	0
Sc0000074	880000	3308	0	10000	0	0.3308	0	0
Sc0000074	890000	3206	0	10000	0	0.3206	0	0
Sc0000074	900000	3269	0	9487	513	0.344576789290608	0.0513	0
Sc0000074	910000	2984	0	9525	475	0.313280839895013	0.0475	0
Sc0000074	920000	3096	0	10000	0	0.3096	0	0
Sc0000074	930000	3443	0	9999	1	0.344334433443344	0.0001	0
Sc0000074	940000	3115	0	10000	0	0.3115	0	0
Sc0000074	950000	3339	0	10000	0	0.3339	0	0
Sc0000074	960000	2350	0	8216	1784	0.286027263875365	0.1784	0
Sc0000074	970000	3755	0	10000	0	0.3755	0	0
Sc0000074	980000	3324	0	10000	0	0.3324	0	0
Sc0000074	990000	3026	0	9884	116	0.306151355726427	0.0116	0
Sc0000074	1000000	3162	0	10000	0	0.3162	0	0
Sc0000074	1010000	3239	0	9998	2	0.323964792958592	0.0002	0
Sc0000074	1020000	3682	0	10000	0	0.3682	0	0
Sc0000074	1030000	3419	0	9999	1	0.341934193419342	0.0001	0
Sc0000074	1040000	3011	0	10000	0	0.3011	0	0
Sc0000074	1050000	3214	0	9999	1	0.321432143214321	0.0001	0
Sc0000074	1060000	3234	0	10000	0	0.3234	0	0
Sc0000074	1070000	3182	0	10000	0	0.3182	0	0
Sc0000074	1080000	3298	0	10000	0	0.3298	0	0
Sc0000074	1090000	3279	0	9999	1	0.327932793279328	0.0001	0
Sc0000074	1100000	2908	0	9999	1	0.290829082908291	0.0001	0
Sc0000074	1110000	3493	0	10000	0	0.3493	0	0
Sc0000074	1120000	3450	0	10000	0	0.345	0	0
Sc0000074	1130000	3285	0	10000	0	0.3285	0	0
Sc0000074	1140000	3171	0	9855	145	0.321765601217656	0.0145	0
Sc0000074	1150000	2764	0	8906	1094	0.310352571300247	0.1094	0
Sc0000074	1160000	3078	0	9433	567	0.326301282730839	0.0567	0
Sc0000074	1170000	3153	0	10000	0	0.3153	0	0
Sc0000074	1180000	3036	0	8061	1939	0.376628209899516	0.1939	0
Sc0000074	1190000	4208	0	10000	0	0.4208	0	0
Sc0000074	1200000	3465	0	10000	0	0.3465	0	0
Sc0000074	1210000	3360	0	10000	0	0.336	0	0
Sc0000074	1220000	3637	0	10000	0	0.3637	0	0
Sc0000074	1230000	3457	0	10000	0	0.3457	0	0
Sc0000074	1240000	3258	0	10000	0	0.3258	0	0
Sc0000074	1250000	3221	0	10000	0	0.3221	0	0
Sc0000074	1260000	3567	0	9754	246	0.365696124666803	0.0246	0
Sc0000074	1270000	2106	0	6835	3165	0.308119970738844	0.3165	0
Sc0000074	1280000	3237	0	10000	0	0.3237	0	0
Sc0000074	1290000	4512	0	10000	0	0.4512	0	0
Sc0000074	1300000	3345	0	9257	743	0.361348168953225	0.0743	0
Sc0000074	1310000	3616	0	9999	1	0.361636163616362	0.0001	0
Sc0000074	1320000	3235	0	9999	1	0.323532353235324	0.0001	0
Sc0000074	1330000	3272	0	10000	0	0.3272	0	0
Sc0000074	1340000	3159	0	8731	1269	0.361814225174665	0.1269	0
Sc0000074	1350000	4020	0	10000	0	0.402	0	0
Sc0000074	1360000	3231	0	9998	2	0.323164632926585	0.0002	0
Sc0000074	1370000	3414	0	10000	0	0.3414	0	0
Sc0000074	1380000	3607	0	10000	0	0.3607	0	0
Sc0000074	1390000	3292	0	10000	0	0.3292	0	0
Sc0000074	1400000	3476	0	10000	0	0.3476	0	0
Sc0000074	1410000	3347	0	9999	1	0.334733473347335	0.0001	0
Sc0000074	1420000	3740	0	10000	0	0.374	0	0
Sc0000074	1430000	3843	0	10000	0	0.3843	0	0
Sc0000074	1440000	4184	0	10000	0	0.4184	0	0
Sc0000074	1450000	3735	0	10000	0	0.3735	0	0
Sc0000074	1460000	3632	0	10000	0	0.3632	0	0
Sc0000074	1470000	3133	0	10000	0	0.3133	0	0
Sc0000074	1480000	3283	0	10000	0	0.3283	0	0
Sc0000074	1490000	3804	0	10000	0	0.3804	0	0
Sc0000074	1500000	3766	0	10000	0	0.3766	0	0
Sc0000074	1510000	3846	0	10000	0	0.3846	0	0
Sc0000074	1520000	3763	0	10000	0	0.3763	0	0
Sc0000074	1530000	4100	0	10000	0	0.41	0	0
Sc0000074	1540000	3720	0	10000	0	0.372	0	0
Sc0000074	1550000	3469	0	10000	0	0.3469	0	0
Sc0000074	1560000	3810	0	10000	0	0.381	0	0
Sc0000074	1570000	3369	0	9999	1	0.336933693369337	0.0001	0
Sc0000074	1580000	4514	0	10000	0	0.4514	0	0
Sc0000074	1590000	4276	0	9999	1	0.427642764276428	0.0001	0
Sc0000074	1600000	3653	0	9174	826	0.398190538478308	0.0826	0
Sc0000074	1610000	3086	0	10000	0	0.3086	0	0
Sc0000074	1620000	3433	0	9923	77	0.345963922200947	0.0077	0
Sc0000074	1630000	3454	0	9999	1	0.345434543454345	0.0001	0
Sc0000074	1640000	3290	0	9999	1	0.329032903290329	0.0001	0
Sc0000074	1650000	3142	0	10000	0	0.3142	0	0
Sc0000074	1660000	3191	0	10000	0	0.3191	0	0
Sc0000074	1670000	3022	0	10000	0	0.3022	0	0
Sc0000074	1680000	3342	0	9999	1	0.334233423342334	0.0001	0
Sc0000074	1690000	2980	0	9532	468	0.312631137221989	0.0468	0
Sc0000074	1700000	3815	0	10000	0	0.3815	0	0
Sc0000074	1710000	3130	0	7860	2140	0.398218829516539	0.214	0
Sc0000074	1720000	3310	0	10000	0	0.331	0	0
Sc0000074	1730000	3435	0	10000	0	0.3435	0	0
Sc0000074	1740000	2969	0	10000	0	0.2969	0	0
Sc0000074	1750000	3094	0	9236	764	0.334993503681247	0.0764	0
Sc0000074	1760000	4985	0	10000	0	0.4985	0	0
Sc0000074	1770000	3302	0	10000	0	0.3302	0	0
Sc0000074	1780000	4585	0	10000	0	0.4585	0	0
Sc0000074	1790000	4102	0	10000	0	0.4102	0	0
Sc0000074	1800000	3637	0	10000	0	0.3637	0	0
Sc0000074	1810000	3625	0	10000	0	0.3625	0	0
Sc0000074	1820000	3982	0	10000	0	0.3982	0	0
Sc0000074	1830000	3295	0	10000	0	0.3295	0	0
Sc0000074	1840000	3226	0	10000	0	0.3226	0	0
Sc0000074	1850000	3474	0	9999	1	0.347434743474347	0.0001	0
Sc0000074	1860000	3959	0	10000	0	0.3959	0	0
Sc0000074	1870000	3833	0	10000	0	0.3833	0	0
Sc0000074	1880000	3348	0	8738	1262	0.383154039826047	0.1262	0
Sc0000074	1890000	3053	0	10000	0	0.3053	0	0
Sc0000074	1900000	2863	0	8535	1465	0.335442296426479	0.1465	0
Sc0000074	1910000	3552	0	10000	0	0.3552	0	0
Sc0000074	1920000	3398	0	10000	0	0.3398	0	0
Sc0000074	1930000	3122	0	10000	0	0.3122	0	0
Sc0000074	1940000	3102	0	8720	1280	0.355733944954128	0.128	0
Sc0000074	1950000	2611	0	8270	1730	0.315719467956469	0.173	0
Sc0000074	1960000	2415	0	7491	2509	0.322386864237085	0.2509	0
Sc0000074	1970000	3365	0	9176	824	0.366717523975588	0.0824	0
Sc0000074	1980000	NA	NA	NA	5249	NA	0.5249	NA
Sc0000074	1990000	3322	0	9998	2	0.332266453290658	0.0002	0
Sc0000074	2000000	3648	0	10000	0	0.3648	0	0
Sc0000074	2010000	3540	0	10000	0	0.354	0	0
Sc0000074	2020000	3612	0	10000	0	0.3612	0	0
Sc0000074	2030000	3536	0	9999	1	0.353635363536354	0.0001	0
Sc0000074	2040000	2594	0	8372	1628	0.309842331581462	0.1628	0
Sc0000075	0	4919	0	10000	0	0.4919	0	0
Sc0000075	10000	3569	0	10000	0	0.3569	0	0
Sc0000075	20000	3306	0	9901	99	0.333905666094334	0.0099	0
Sc0000075	30000	3563	0	10000	0	0.3563	0	0
Sc0000075	40000	3208	0	8418	1582	0.381088144452364	0.1582	0
Sc0000075	50000	3047	0	7742	2258	0.39356755360372	0.2258	0
Sc0000075	60000	3324	0	9998	2	0.33246649329866	0.0002	0
Sc0000075	70000	3866	0	10000	0	0.3866	0	0
Sc0000075	80000	4247	0	10000	0	0.4247	0	0
Sc0000075	90000	3171	0	9982	18	0.317671809256662	0.0018	0
Sc0000075	100000	2919	0	9999	1	0.291929192919292	0.0001	0
Sc0000075	110000	3311	0	10000	0	0.3311	0	0
Sc0000075	120000	3280	0	8477	1523	0.386929338209272	0.1523	0
Sc0000075	130000	3776	0	10000	0	0.3776	0	0
Sc0000075	140000	2753	0	7279	2721	0.378211292759994	0.2721	0
Sc0000075	150000	4011	0	10000	0	0.4011	0	0
Sc0000075	160000	3441	0	8806	1194	0.390756302521008	0.1194	0
Sc0000075	170000	3367	0	10000	0	0.3367	0	0
Sc0000075	180000	3552	0	10000	0	0.3552	0	0
Sc0000075	190000	3345	0	10000	0	0.3345	0	0
Sc0000075	200000	3785	0	10000	0	0.3785	0	0
Sc0000075	210000	NA	NA	NA	5279	NA	0.5279	NA
Sc0000075	220000	3577	0	9649	351	0.370711990879884	0.0351	0
Sc0000075	230000	3059	0	9303	697	0.328818660647103	0.0697	0
Sc0000075	240000	3140	0	10000	0	0.314	0	0
Sc0000075	250000	3249	0	9999	1	0.324932493249325	0.0001	0
Sc0000075	260000	3461	0	10000	0	0.3461	0	0
Sc0000075	270000	3437	0	10000	0	0.3437	0	0
Sc0000075	280000	3664	0	10000	0	0.3664	0	0
Sc0000075	290000	3301	0	10000	0	0.3301	0	0
Sc0000075	300000	3585	0	10000	0	0.3585	0	0
Sc0000075	310000	3225	0	9999	1	0.322532253225323	0.0001	0
Sc0000075	320000	3193	0	10000	0	0.3193	0	0
Sc0000075	330000	3455	0	10000	0	0.3455	0	0
Sc0000075	340000	2784	0	8326	1674	0.334374249339419	0.1674	0
Sc0000075	350000	3360	0	9999	1	0.336033603360336	0.0001	0
Sc0000075	360000	3547	0	7035	2965	0.504193319118692	0.2965	0
Sc0000075	370000	3968	0	10000	0	0.3968	0	0
Sc0000075	380000	3875	0	10000	0	0.3875	0	0
Sc0000075	390000	4028	0	10000	0	0.4028	0	0
Sc0000075	400000	3266	0	10000	0	0.3266	0	0
Sc0000075	410000	3252	0	10000	0	0.3252	0	0
Sc0000075	420000	3191	0	9999	1	0.319131913191319	0.0001	0
Sc0000075	430000	3866	0	10000	0	0.3866	0	0
Sc0000075	440000	3247	0	9226	774	0.351940169087362	0.0774	0
Sc0000075	450000	3114	0	9760	240	0.31905737704918	0.024	0
Sc0000075	460000	3425	0	10000	0	0.3425	0	0
Sc0000075	470000	3729	0	10000	0	0.3729	0	0
Sc0000075	480000	3245	0	9999	1	0.324532453245325	0.0001	0
Sc0000075	490000	3093	0	10000	0	0.3093	0	0
Sc0000075	500000	3422	0	9999	1	0.342234223422342	0.0001	0
Sc0000075	510000	3413	0	9999	1	0.341334133413341	0.0001	0
Sc0000075	520000	3385	0	10000	0	0.3385	0	0
Sc0000075	530000	3645	0	10000	0	0.3645	0	0
Sc0000075	540000	3620	0	9999	1	0.362036203620362	0.0001	0
Sc0000075	550000	3232	0	10000	0	0.3232	0	0
Sc0000075	560000	3498	0	9999	1	0.34983498349835	0.0001	0
Sc0000075	570000	3191	0	10000	0	0.3191	0	0
Sc0000075	580000	3176	0	10000	0	0.3176	0	0
Sc0000075	590000	3388	0	9972	28	0.339751303650221	0.0028	0
Sc0000075	600000	3727	0	9999	1	0.372737273727373	0.0001	0
Sc0000075	610000	3932	0	10000	0	0.3932	0	0
Sc0000075	620000	3389	0	9999	1	0.338933893389339	0.0001	0
Sc0000075	630000	3401	0	10000	0	0.3401	0	0
Sc0000075	640000	3199	0	10000	0	0.3199	0	0
Sc0000075	650000	3586	0	9543	457	0.375772817772189	0.0457	0
Sc0000075	660000	4092	0	10000	0	0.4092	0	0
Sc0000075	670000	3300	0	10000	0	0.33	0	0
Sc0000075	680000	2978	0	8286	1714	0.359401399951726	0.1714	0
Sc0000075	690000	2936	0	10000	0	0.2936	0	0
Sc0000075	700000	3051	0	10000	0	0.3051	0	0
Sc0000075	710000	3686	0	10000	0	0.3686	0	0
Sc0000075	720000	3093	0	9042	958	0.342070338420703	0.0958	0
Sc0000075	730000	3027	0	10000	0	0.3027	0	0
Sc0000075	740000	3104	0	9912	88	0.313155770782889	0.0088	0
Sc0000075	750000	3722	0	10000	0	0.3722	0	0
Sc0000075	760000	3376	0	9999	1	0.337633763376338	0.0001	0
Sc0000075	770000	3392	0	10000	0	0.3392	0	0
Sc0000075	780000	3892	0	10000	0	0.3892	0	0
Sc0000075	790000	2896	0	10000	0	0.2896	0	0
Sc0000075	800000	3513	0	10000	0	0.3513	0	0
Sc0000075	810000	3354	0	9999	1	0.335433543354335	0.0001	0
Sc0000075	820000	3171	0	10000	0	0.3171	0	0
Sc0000075	830000	4235	0	10000	0	0.4235	0	0
Sc0000075	840000	4057	0	10000	0	0.4057	0	0
Sc0000075	850000	2958	0	8913	1087	0.33187478963312	0.1087	0
Sc0000075	860000	NA	NA	NA	5327	NA	0.5327	NA
Sc0000075	870000	3350	0	9927	73	0.337463483429032	0.0073	0
Sc0000075	880000	3002	0	9315	685	0.322275899087493	0.0685	0
Sc0000075	890000	3838	0	9999	1	0.383838383838384	0.0001	0
Sc0000075	900000	3397	0	10000	0	0.3397	0	0
Sc0000075	910000	3348	0	9997	3	0.334900470141042	0.0003	0
Sc0000075	920000	3276	0	10000	0	0.3276	0	0
Sc0000075	930000	3489	0	9603	397	0.363323961262106	0.0397	0
Sc0000075	940000	4307	0	10000	0	0.4307	0	0
Sc0000075	950000	3411	0	10000	0	0.3411	0	0
Sc0000075	960000	3046	0	10000	0	0.3046	0	0
Sc0000075	970000	3550	0	10000	0	0.355	0	0
Sc0000075	980000	3338	0	10000	0	0.3338	0	0
Sc0000075	990000	3908	0	10000	0	0.3908	0	0
Sc0000075	1000000	3634	0	10000	0	0.3634	0	0
Sc0000075	1010000	3378	0	10000	0	0.3378	0	0
Sc0000075	1020000	3296	0	10000	0	0.3296	0	0
Sc0000075	1030000	3490	0	10000	0	0.349	0	0
Sc0000075	1040000	2413	0	7406	2594	0.32581690521199	0.2594	0
Sc0000075	1050000	3767	0	9999	1	0.376737673767377	0.0001	0
Sc0000075	1060000	3402	0	9664	336	0.352028145695364	0.0336	0
Sc0000075	1070000	3205	0	10000	0	0.3205	0	0
Sc0000075	1080000	3099	0	10000	0	0.3099	0	0
Sc0000075	1090000	3274	0	10000	0	0.3274	0	0
Sc0000075	1100000	3390	0	10000	0	0.339	0	0
Sc0000075	1110000	3446	0	9928	72	0.34709911361805	0.0072	0
Sc0000075	1120000	3781	0	10000	0	0.3781	0	0
Sc0000075	1130000	3470	0	10000	0	0.347	0	0
Sc0000075	1140000	3710	0	10000	0	0.371	0	0
Sc0000075	1150000	3980	0	10000	0	0.398	0	0
Sc0000075	1160000	3748	0	10000	0	0.3748	0	0
Sc0000075	1170000	3799	0	9999	1	0.37993799379938	0.0001	0
Sc0000075	1180000	3519	0	9999	1	0.351935193519352	0.0001	0
Sc0000075	1190000	3230	0	9262	738	0.348736773914921	0.0738	0
Sc0000075	1200000	3291	0	10000	0	0.3291	0	0
Sc0000075	1210000	2968	0	10000	0	0.2968	0	0
Sc0000075	1220000	2652	0	8451	1549	0.313809016684416	0.1549	0
